aluminium,flouride,bacteria,viruses,uranium,is_safe
0.06,0.55,0.0,0.002,0.04,0
0.04,1.24,0.0,0.75,0.06,0
0.03,0.42,0.0,0.006,0.0,0
0.06,0.4,0.0,0.004,0.05,0
0.06,0.34,0.0,0.003,0.05,1
0.04,0.68,0.0,0.63,0.06,0
0.07,0.51,0.0,0.86,0.07,0
0.06,1.2,0.0,0.003,0.08,0
0.0,1.04,0.0,0.001,0.03,0
0.04,0.36,0.0,0.008,0.02,0
0.05,1.42,0.0,0.002,0.0,0
0.02,1.04,0.08,0.007,0.08,0
0.05,0.52,0.0,0.002,0.05,1
0.05,0.14,0.0,0.004,0.09,0
0.07,0.89,0.0,0.67,0.01,0
0.08,1.33,0.05,0.001,0.08,0
0.07,1.2,0.0,0.77,0.06,0
0.08,0.59,0.0,0.007,0.01,0
0.09,0.66,0.06,0.008,0.01,0
0.08,0.9,0.0,0.58,0.05,0
0.08,0.75,0.0,0.79,0.03,0
0.01,0.1,0.0,0.84,0.07,0
0.1,0.15,0.0,0.007,0.05,0
0.1,1.01,0.0,0.0,0.0,1
0.05,0.83,0.0,0.77,0.08,0
0.05,0.03,0.0,0.98,0.02,0
0.05,1.47,0.05,0.008,0.05,0
0.02,1.28,0.0,0.008,0.08,0
0.05,0.45,0.0,0.002,0.03,0
0.02,0.52,0.0,0.74,0.02,0
0.08,0.02,0.0,0.76,0.09,0
0.1,0.14,0.06,0.004,0.06,0
0.03,0.2,0.0,0.51,0.05,0
0.06,0.32,0.0,0.65,0.01,0
0.09,1.09,0.0,0.72,0.03,0
0.06,0.36,0.0,0.006,0.05,0
0.01,0.61,0.0,0.52,0.02,0
0.04,1.13,0.05,0.004,0.04,0
0.0,0.26,0.07,0.008,0.04,0
0.05,0.13,0.0,0.79,0.06,0
0.05,0.32,0.0,0.53,0.02,0
0.07,1.14,0.0,0.004,0.04,1
0.07,0.52,0.0,0.007,0.01,1
0.05,0.22,0.0,0.008,0.03,0
0.09,1.21,0.0,0.83,0.05,0
0.1,0.5,0.1,0.008,0.02,0
0.1,0.28,0.0,0.53,0.09,0
0.06,0.43,0.0,0.007,0.05,1
0.0,0.3,0.0,0.004,0.0,0
0.05,0.32,0.0,0.002,0.02,1
0.04,0.58,0.0,0.96,0.08,0
0.05,0.68,0.0,0.006,0.01,0
0.06,0.86,0.0,0.64,0.06,0
0.04,0.01,0.0,0.76,0.05,0
0.01,1.09,0.0,0.57,0.01,0
0.03,1.16,0.0,0.79,0.0,0
0.06,0.69,0.0,0.82,0.07,0
0.03,1.29,0.0,0.86,0.02,0
0.06,0.66,0.0,0.58,0.06,0
0.01,0.86,0.0,0.87,0.08,0
0.02,1.25,0.0,0.7,0.07,0
0.0,0.69,0.0,0.55,0.08,0
0.0,0.62,0.0,0.006,0.05,0
0.04,0.68,0.0,0.006,0.04,0
0.1,1.48,0.0,0.75,0.02,0
0.06,0.76,0.0,0.51,0.08,0
0.1,1.42,0.0,1.0,0.05,0
0.06,0.97,0.0,0.006,0.07,0
0.01,0.73,0.0,0.0,0.02,0
0.07,1.49,0.0,0.58,0.0,0
0.02,0.08,0.0,0.51,0.06,0
0.07,1.21,0.0,0.001,0.01,1
0.1,0.87,0.0,0.67,0.01,0
0.1,1.29,0.0,0.82,0.04,0
0.08,0.89,0.09,0.005,0.08,0
0.07,0.73,0.0,0.53,0.05,0
0.03,1.21,0.0,0.65,0.05,0
0.04,1.18,0.0,0.75,0.07,0
0.02,0.26,0.0,0.009,0.04,0
0.02,1.01,0.0,0.008,0.01,0
0.04,0.5,0.0,0.7,0.02,0
0.03,0.29,0.0,0.78,0.04,0
0.06,0.42,0.0,0.75,0.03,0
0.03,0.25,0.02,0.0,0.0,0
0.01,0.76,0.0,0.57,0.08,0
0.09,0.89,0.0,0.55,0.09,0
0.06,0.66,0.09,0.008,0.02,0
0.09,1.06,0.0,0.82,0.04,0
0.02,0.16,0.0,0.003,0.05,1
0.05,0.04,0.0,0.76,0.02,0
0.02,1.27,0.08,0.008,0.07,0
0.07,0.43,0.04,0.003,0.03,0
0.08,1.38,0.0,0.003,0.02,0
0.09,0.5,0.0,0.005,0.03,0
0.0,1.27,0.0,0.61,0.05,0
0.05,1.12,0.1,0.001,0.07,0
0.1,1.29,0.0,0.62,0.08,0
0.02,1.43,0.0,0.71,0.03,0
0.05,0.52,0.0,0.003,0.01,0
0.08,0.53,0.0,0.96,0.03,0
0.04,0.74,0.0,0.5,0.04,0
0.1,0.93,0.0,0.5,0.02,0
0.06,0.01,0.0,0.5,0.02,0
0.07,0.92,0.0,0.006,0.01,0
0.07,0.32,0.0,0.006,0.08,0
0.02,1.39,0.07,0.006,0.05,0
0.07,1.33,0.0,0.59,0.01,0
0.06,0.07,0.0,0.79,0.04,0
0.02,0.61,0.0,1.0,0.08,0
0.04,0.24,0.0,0.005,0.03,0
0.04,0.98,0.0,0.004,0.01,0
0.09,0.36,0.0,0.78,0.07,0
0.0,0.48,0.0,0.001,0.0,0
0.07,1.06,0.0,0.008,0.07,1
0.09,0.37,0.0,0.98,0.0,0
0.08,1.39,0.0,0.87,0.08,0
0.03,0.85,0.0,0.004,0.02,1
0.09,0.09,0.0,0.83,0.05,0
0.08,0.59,0.07,0.008,0.09,0
0.09,1.4,0.0,0.003,0.04,0
0.08,1.16,0.0,0.51,0.08,0
0.01,1.46,0.0,0.004,0.07,0
0.09,1.03,0.0,0.009,0.02,0
0.06,0.65,0.09,0.006,0.02,0
0.1,0.22,0.0,0.69,0.07,0
0.03,0.28,0.0,0.52,0.08,0
0.1,0.44,0.0,0.68,0.04,0
0.02,0.7,0.01,0.0,0.08,1
0.07,0.79,0.0,0.73,0.05,0
0.03,0.82,0.0,0.005,0.01,0
0.05,1.44,0.0,0.003,0.07,1
0.01,1.5,0.0,0.79,0.06,0
0.02,1.39,0.0,0.8,0.08,0
0.06,1.44,0.07,0.005,0.08,1
0.01,1.19,0.0,0.7,0.02,0
0.04,0.78,0.0,0.61,0.03,0
0.07,1.19,0.0,0.001,0.02,0
0.06,1.34,0.0,0.003,0.07,1
0.07,0.96,0.0,0.004,0.04,0
0.07,1.0,0.0,0.67,0.0,0
0.06,0.74,0.05,0.003,0.0,0
0.06,1.43,0.0,0.92,0.01,0
0.04,0.59,0.0,0.007,0.09,0
0.04,1.33,0.0,0.006,0.01,0
0.07,1.04,0.0,1.0,0.03,0
0.0,0.8,0.0,0.004,0.04,0
0.02,1.43,0.0,0.58,0.01,0
0.07,1.0,0.0,0.005,0.06,0
0.05,1.41,0.0,0.74,0.01,0
0.04,0.19,0.0,0.72,0.03,0
0.09,1.04,0.08,0.001,0.08,0
0.08,1.19,0.0,0.001,0.0,0
0.01,0.4,0.02,0.002,0.04,0
0.06,1.45,0.0,0.58,0.01,0
0.01,1.23,0.0,0.56,0.0,0
0.04,1.43,0.0,0.003,0.06,0
0.09,0.82,0.0,0.7,0.04,0
0.05,1.42,0.0,0.007,0.06,0
0.09,1.37,0.09,0.008,0.02,0
0.03,0.49,0.0,0.007,0.02,0
0.08,0.23,0.0,0.93,0.05,0
0.0,1.26,0.0,0.75,0.07,0
0.02,1.26,0.0,0.007,0.06,0
0.04,1.19,0.0,0.72,0.02,0
0.0,0.95,0.0,0.004,0.05,0
0.09,0.88,0.0,0.001,0.07,0
0.05,1.32,0.0,0.85,0.09,0
0.06,0.66,0.0,0.76,0.04,0
0.1,0.7,0.0,0.77,0.05,0
0.03,0.17,0.0,0.66,0.02,0
0.05,0.45,0.0,0.003,0.01,0
0.09,0.87,0.0,0.001,0.04,0
0.03,0.82,0.0,0.008,0.02,0
0.03,1.27,0.0,0.82,0.07,0
0.07,1.25,0.0,0.6,0.04,0
0.05,1.16,0.0,0.98,0.07,0
0.01,0.97,0.0,0.003,0.08,1
0.01,0.36,0.0,0.007,0.06,0
0.09,0.78,0.0,0.89,0.04,0
0.07,0.84,0.0,0.006,0.01,0
0.06,0.37,0.0,0.79,0.08,0
0.07,1.3,0.0,0.73,0.03,0
0.07,0.15,0.0,0.91,0.0,0
0.09,0.14,0.0,0.51,0.01,0
0.05,0.9,0.0,0.51,0.01,0
0.05,0.17,0.0,0.99,0.03,0
0.09,0.82,0.0,0.004,0.05,1
0.05,0.64,0.1,0.002,0.02,0
0.06,0.65,0.0,0.008,0.07,0
0.01,0.54,0.0,0.001,0.0,0
0.07,0.8,0.0,0.97,0.0,0
0.1,0.76,0.0,0.003,0.04,0
0.08,0.21,0.0,0.61,0.05,0
0.1,0.81,0.0,0.87,0.05,0
0.0,0.04,0.08,0.005,0.04,0
0.06,0.62,0.0,0.92,0.05,0
0.06,0.12,0.0,0.74,0.04,0
0.09,0.68,0.05,0.008,0.0,0
0.07,1.33,0.0,1.0,0.08,0
0.03,0.94,0.0,0.002,0.0,0
0.06,1.48,0.0,0.005,0.08,0
0.05,0.79,0.0,0.002,0.02,1
0.02,0.33,0.0,0.5,0.02,0
0.08,1.3,0.0,0.008,0.08,0
0.05,1.05,0.0,0.83,0.07,0
0.09,0.14,0.0,0.66,0.05,0
0.04,1.06,0.0,0.63,0.02,0
0.04,1.44,0.0,0.003,0.04,0
0.03,0.66,0.0,0.006,0.03,1
0.07,1.28,0.0,0.93,0.09,0
0.08,1.49,0.0,0.99,0.03,0
0.07,1.09,0.0,0.008,0.08,0
0.07,0.97,0.0,0.004,0.08,0
0.05,0.13,0.0,0.0,0.02,0
0.07,0.03,0.1,0.001,0.05,0
0.01,1.11,0.0,0.93,0.05,0
0.05,0.63,0.0,0.91,0.06,0
0.05,1.43,0.0,0.75,0.07,0
0.0,0.52,0.0,0.59,0.07,0
0.03,0.96,0.0,0.001,0.01,0
0.1,0.63,0.0,0.003,0.07,1
0.0,0.45,0.0,0.79,0.06,0
0.09,0.48,0.0,0.62,0.02,0
0.08,0.87,0.0,0.61,0.09,0
0.06,0.58,0.0,0.5,0.01,0
0.09,0.13,0.0,0.008,0.04,0
0.09,1.16,0.0,0.005,0.01,0
0.02,1.19,0.0,0.86,0.03,0
0.1,0.57,0.0,0.007,0.09,0
0.09,0.28,0.0,0.0,0.02,0
0.08,1.4,0.0,0.95,0.08,0
0.03,1.43,0.0,0.004,0.03,0
0.03,1.29,0.0,0.64,0.09,0
0.06,1.35,0.0,0.003,0.04,0
0.09,0.88,0.0,0.68,0.05,0
0.1,1.31,0.0,0.57,0.02,0
0.06,0.67,0.0,0.65,0.07,0
0.05,0.75,0.0,0.66,0.09,0
0.05,1.28,0.0,0.96,0.07,0
0.06,0.29,0.0,0.78,0.06,0
0.05,0.36,0.0,0.84,0.05,0
0.09,0.82,0.0,0.9,0.0,0
0.08,1.09,0.0,0.77,0.08,0
0.09,0.24,0.0,0.007,0.06,0
0.01,1.43,0.0,0.007,0.03,0
0.01,1.47,0.0,0.58,0.04,0
0.08,1.07,0.0,0.96,0.02,0
0.08,0.42,0.0,0.003,0.06,0
0.1,1.06,0.0,0.007,0.03,0
0.02,0.15,0.0,0.72,0.09,0
0.0,1.35,0.0,0.006,0.07,0
0.09,1.16,0.0,0.87,0.08,0
0.03,0.07,0.0,0.77,0.06,0
0.09,1.29,0.0,0.56,0.08,0
0.08,0.55,0.0,0.78,0.07,0
0.03,0.22,0.0,0.008,0.06,0
0.03,0.63,0.0,0.004,0.02,0
0.03,0.59,0.0,0.65,0.04,0
0.09,0.77,0.0,0.003,0.08,0
0.07,0.53,0.0,0.66,0.02,0
0.05,0.5,0.0,0.5,0.06,0
0.09,1.4,0.0,0.56,0.03,0
0.06,1.19,0.0,0.61,0.01,0
0.07,0.83,0.0,0.68,0.05,0
0.06,0.79,0.0,0.59,0.05,0
0.07,0.92,0.0,0.93,0.07,0
0.04,0.57,0.0,0.005,0.03,0
0.08,0.59,0.0,0.008,0.04,0
0.0,0.36,0.0,0.002,0.06,0
0.05,0.07,0.0,0.006,0.01,0
0.03,0.46,0.0,0.004,0.08,1
0.02,1.01,0.0,0.008,0.08,0
0.0,0.32,0.0,0.64,0.05,0
0.08,1.31,0.0,0.64,0.01,0
0.01,0.73,0.0,0.92,0.0,0
0.07,1.09,0.0,0.75,0.01,0
0.05,0.62,0.0,0.65,0.02,0
0.0,0.06,0.0,0.58,0.06,0
0.06,0.44,0.0,0.002,0.02,0
0.07,1.07,0.0,0.004,0.09,0
0.0,1.3,0.0,0.89,0.06,0
0.08,0.4,0.0,0.003,0.04,1
0.06,0.95,0.0,0.003,0.06,0
0.01,1.34,0.0,0.62,0.06,0
0.05,0.21,0.0,0.005,0.05,0
0.03,0.85,0.0,0.56,0.03,0
0.04,0.24,0.0,0.001,0.05,0
0.02,0.05,0.0,0.002,0.05,0
0.03,1.25,0.0,0.002,0.04,0
0.06,0.34,0.0,0.001,0.01,0
0.03,0.75,0.0,0.92,0.09,0
0.08,0.37,0.0,0.53,0.09,0
0.07,0.38,0.09,0.006,0.0,0
0.04,1.45,0.0,0.84,0.05,0
0.0,0.45,0.03,0.005,0.04,0
0.08,1.22,0.0,0.006,0.05,0
0.02,0.03,0.0,0.73,0.07,0
0.02,0.77,0.0,0.77,0.0,0
0.03,1.35,0.0,0.69,0.05,0
0.02,0.4,0.0,0.002,0.04,1
0.07,0.74,0.0,0.005,0.02,0
0.1,1.38,0.0,0.68,0.07,0
0.02,0.88,0.0,0.59,0.06,0
0.05,0.68,0.0,0.005,0.01,0
0.05,0.86,0.0,0.003,0.05,0
0.0,0.03,0.0,0.62,0.03,0
0.08,0.36,0.0,0.004,0.06,0
0.04,0.72,0.0,0.007,0.02,1
0.02,0.11,0.0,0.71,0.03,0
0.09,0.9,0.0,0.79,0.03,0
0.05,1.47,0.0,0.0,0.06,0
0.06,0.1,0.0,0.002,0.04,0
0.04,1.29,0.0,0.001,0.05,0
0.1,0.79,0.0,0.7,0.0,0
0.09,1.11,0.0,0.008,0.02,1
0.09,0.75,0.0,0.95,0.05,0
0.01,1.24,0.0,0.001,0.09,0
0.06,1.01,0.03,0.006,0.09,0
0.04,1.39,0.0,0.001,0.07,0
0.05,1.29,0.0,0.005,0.04,0
0.07,0.04,0.0,0.002,0.02,0
0.05,0.24,0.0,0.59,0.08,0
0.06,0.72,0.0,0.008,0.06,0
0.03,0.76,0.0,0.004,0.01,0
0.03,0.63,0.0,0.97,0.06,0
0.05,0.5,0.09,0.006,0.07,0
0.02,0.84,0.0,0.004,0.09,0
0.1,1.26,0.03,0.003,0.09,0
0.08,0.55,0.0,0.58,0.01,0
0.08,1.36,0.0,0.001,0.05,0
0.04,0.25,0.04,0.003,0.02,1
0.09,0.79,0.0,0.89,0.08,0
0.02,1.18,0.0,0.007,0.05,0
0.01,0.65,0.0,0.95,0.09,0
0.06,0.01,0.0,0.75,0.07,0
0.1,0.96,0.0,0.002,0.02,0
0.09,0.66,0.0,0.7,0.0,0
0.02,0.83,0.0,0.8,0.05,0
0.06,0.78,0.0,0.55,0.01,0
0.1,0.08,0.1,0.008,0.02,0
0.06,0.14,0.0,0.006,0.02,0
0.03,1.08,0.0,0.001,0.0,0
0.05,0.82,0.0,0.74,0.07,0
0.05,0.33,0.0,0.007,0.03,1
0.05,0.4,0.0,0.74,0.0,0
0.04,1.08,0.0,0.002,0.04,0
0.07,1.29,0.0,0.002,0.07,0
0.05,1.35,0.0,0.85,0.09,0
0.02,1.42,0.0,0.006,0.05,0
0.01,0.31,0.01,0.007,0.04,0
0.01,0.03,0.0,0.6,0.04,0
0.09,1.48,0.0,0.57,0.04,0
0.02,0.11,0.0,0.85,0.06,0
0.05,0.2,0.0,0.005,0.01,0
0.05,1.05,0.0,0.58,0.01,0
0.09,1.03,0.0,0.004,0.08,0
0.09,1.38,0.0,0.009,0.08,0
0.08,0.74,0.0,0.55,0.05,0
0.09,0.09,0.0,0.003,0.09,0
0.06,1.04,0.0,0.001,0.0,0
0.05,0.95,0.0,0.91,0.0,0
0.02,1.02,0.0,0.0,0.08,0
0.08,1.3,0.03,0.007,0.04,1
0.01,1.08,0.0,0.001,0.08,0
0.07,1.2,0.0,0.006,0.0,0
0.04,0.99,0.05,0.009,0.02,0
0.05,0.67,0.0,0.008,0.03,0
0.01,1.08,0.0,0.005,0.01,0
0.07,0.93,0.0,0.003,0.09,0
0.03,0.88,0.0,0.002,0.04,0
0.0,0.16,0.02,0.003,0.01,0
0.03,0.3,0.0,0.003,0.0,0
0.03,0.63,0.0,0.75,0.02,0
0.01,1.49,0.0,0.003,0.07,0
0.06,0.16,0.0,0.51,0.07,0
0.03,0.75,0.0,0.51,0.08,0
0.01,0.61,0.01,0.001,0.06,0
0.09,1.44,0.0,0.004,0.08,0
0.04,1.27,0.0,0.002,0.04,0
0.01,0.76,0.0,0.004,0.02,0
0.04,0.14,0.0,0.005,0.03,0
0.08,1.14,0.0,0.79,0.03,0
0.03,0.64,0.0,0.006,0.04,0
0.04,1.36,0.0,0.94,0.03,0
0.04,0.53,0.02,0.001,0.06,0
0.04,0.27,0.0,0.005,0.08,1
0.03,0.65,0.0,0.51,0.03,0
0.06,0.33,0.0,0.83,0.08,0
0.02,0.8,0.0,0.54,0.0,0
0.03,0.81,0.0,0.007,0.02,1
0.09,1.36,0.0,0.73,0.02,0
0.03,0.63,0.09,0.007,0.09,0
0.03,1.46,0.0,0.59,0.08,0
0.01,0.61,0.0,0.65,0.06,0
0.09,0.96,0.0,0.008,0.05,1
0.01,0.03,0.0,0.002,0.07,0
0.01,0.68,0.0,0.8,0.04,0
0.04,1.5,0.0,0.0,0.02,1
0.09,1.07,0.0,0.52,0.0,0
0.02,0.8,0.0,0.001,0.08,0
0.07,0.55,0.03,0.005,0.04,0
0.01,0.79,0.0,0.001,0.06,1
0.04,0.65,0.0,0.57,0.09,0
0.07,0.59,0.0,0.008,0.07,0
0.06,0.47,0.0,0.005,0.09,0
0.08,0.51,0.0,0.69,0.03,0
0.03,0.77,0.0,0.67,0.07,0
0.06,0.99,0.0,0.0,0.08,0
0.08,0.91,0.0,0.74,0.03,0
0.07,1.03,0.0,0.007,0.02,1
0.08,1.39,0.0,0.005,0.06,0
0.08,1.25,0.0,0.002,0.04,0
0.08,1.27,0.0,0.53,0.01,0
0.04,0.02,0.1,0.007,0.03,0
0.04,0.67,0.0,0.59,0.02,0
0.07,1.48,0.06,0.001,0.09,0
0.03,0.33,0.0,0.0,0.08,0
0.06,0.06,0.0,0.003,0.01,0
0.06,0.79,0.0,0.72,0.07,0
0.04,0.61,0.0,0.001,0.06,0
0.06,0.13,0.0,0.002,0.01,0
0.02,1.01,0.0,0.76,0.0,0
0.04,1.45,0.0,0.009,0.0,0
0.03,1.45,0.0,0.007,0.03,0
0.05,0.87,0.0,0.002,0.07,0
0.02,0.26,0.0,0.72,0.06,0
0.07,1.16,0.0,0.85,0.08,0
0.05,0.34,0.0,0.98,0.08,0
0.09,1.44,0.0,0.53,0.05,0
0.07,1.23,0.0,0.79,0.04,0
0.06,1.1,0.06,0.005,0.09,0
0.07,1.29,0.05,0.002,0.05,0
0.08,0.63,0.0,0.007,0.05,1
0.04,1.34,0.0,0.003,0.06,0
0.02,1.2,0.0,0.008,0.02,0
0.07,1.41,0.0,0.99,0.03,0
0.01,1.26,0.0,0.74,0.08,0
0.1,0.37,0.0,0.004,0.03,0
0.07,1.1,0.0,0.89,0.08,0
0.08,0.04,0.0,0.002,0.06,0
0.02,0.95,0.0,1.0,0.09,0
0.08,0.41,0.0,0.72,0.04,0
0.06,0.13,0.0,0.93,0.01,0
0.08,1.15,0.07,0.001,0.03,0
0.05,0.29,0.0,0.0,0.07,0
0.06,0.71,0.0,0.008,0.02,1
0.04,1.39,0.0,0.002,0.04,0
0.0,0.14,0.0,0.57,0.07,0
0.09,0.13,0.0,0.008,0.01,0
0.1,0.7,0.07,0.008,0.05,0
0.09,1.32,0.1,0.005,0.07,0
0.08,1.18,0.0,0.55,0.06,0
0.1,0.19,0.0,0.76,0.08,0
0.03,0.84,0.0,0.005,0.05,0
0.03,1.32,0.0,0.99,0.0,0
0.03,0.64,0.0,0.69,0.05,0
0.1,0.71,0.0,0.84,0.01,0
0.01,1.24,0.0,0.51,0.05,0
0.03,0.1,0.0,0.0,0.09,0
0.06,0.21,0.0,0.67,0.09,0
0.05,0.58,0.0,0.006,0.02,0
0.1,0.23,0.0,0.007,0.05,0
0.03,1.43,0.0,0.63,0.05,0
0.0,0.44,0.0,0.001,0.06,0
0.09,0.09,0.0,0.84,0.05,0
0.04,0.18,0.0,0.81,0.07,0
0.05,0.29,0.0,0.58,0.02,0
0.06,0.37,0.0,0.001,0.06,0
0.09,0.56,0.0,0.94,0.01,0
0.02,1.28,0.0,0.77,0.07,0
0.08,1.26,0.0,0.87,0.08,0
0.0,1.14,0.0,0.002,0.06,1
0.07,0.81,0.0,0.001,0.02,0
0.06,1.46,0.0,0.75,0.07,0
0.07,0.31,0.0,0.002,0.06,0
0.05,0.36,0.0,0.64,0.08,0
0.04,0.83,0.0,0.6,0.0,0
0.07,1.36,0.0,0.74,0.08,0
0.02,0.1,0.0,0.79,0.03,0
0.09,0.59,0.0,0.008,0.05,0
0.04,0.6,0.0,0.009,0.08,1
0.01,0.19,0.0,0.92,0.01,0
0.07,0.2,0.0,0.69,0.08,0
0.04,0.58,0.0,0.002,0.05,0
0.07,1.34,0.0,0.76,0.03,0
0.03,0.06,0.0,0.75,0.05,0
0.05,0.45,0.0,0.63,0.02,0
0.08,1.21,0.0,0.002,0.03,0
0.07,0.64,0.0,0.007,0.04,1
0.05,1.16,0.0,0.94,0.01,0
0.08,1.08,0.0,0.99,0.01,0
0.02,0.49,0.0,0.6,0.07,0
0.05,1.09,0.0,0.65,0.04,0
0.08,0.66,0.07,0.008,0.05,0
0.09,0.83,0.0,0.001,0.09,0
0.05,0.7,0.0,0.87,0.07,0
0.04,1.15,0.0,0.61,0.02,0
0.04,1.2,0.0,0.002,0.04,0
0.08,0.68,0.0,0.001,0.03,0
0.07,0.16,0.0,0.91,0.09,0
0.02,0.85,0.1,0.001,0.0,0
0.07,1.34,0.0,0.97,0.01,0
0.07,0.35,0.0,0.86,0.01,0
0.05,0.79,0.0,0.63,0.01,0
0.03,0.23,0.0,0.007,0.07,0
0.01,0.59,0.0,0.61,0.02,0
0.07,0.91,0.0,0.78,0.06,0
0.1,0.19,0.0,0.9,0.06,0
0.08,0.28,0.0,0.89,0.03,0
0.04,1.39,0.0,0.005,0.08,0
0.1,0.61,0.0,0.55,0.06,0
0.09,0.05,0.0,0.005,0.05,1
0.09,0.48,0.0,0.93,0.04,0
0.06,1.15,0.0,0.7,0.07,0
0.01,0.94,0.0,0.006,0.05,0
0.05,0.33,0.0,0.92,0.06,0
0.02,1.39,0.0,0.75,0.06,0
0.03,0.34,0.0,0.53,0.05,0
0.02,1.31,0.0,0.69,0.01,0
0.05,0.74,0.0,0.002,0.01,0
0.02,0.46,0.0,0.001,0.03,0
0.04,0.83,0.0,0.004,0.09,0
0.07,0.52,0.0,0.74,0.02,0
0.04,0.58,0.0,0.009,0.01,0
0.04,1.25,0.06,0.007,0.03,0
0.02,0.37,0.03,0.008,0.03,0
0.04,0.5,0.0,0.86,0.05,0
0.01,0.58,0.0,0.84,0.07,0
0.05,0.09,0.0,0.83,0.05,0
0.06,1.49,0.0,0.001,0.09,0
0.03,0.33,0.0,0.001,0.02,0
0.08,0.71,0.0,0.85,0.01,0
0.05,0.56,0.0,0.95,0.05,0
0.0,0.85,0.0,0.65,0.08,0
0.01,0.61,0.0,0.73,0.07,0
0.05,0.29,0.02,0.007,0.06,0
0.08,0.22,0.0,0.005,0.05,0
0.02,0.23,0.0,0.006,0.08,0
0.02,1.46,0.08,0.008,0.02,0
0.05,1.05,0.0,0.007,0.07,0
0.05,0.8,0.0,0.009,0.01,0
0.08,0.76,0.0,0.78,0.08,0
0.1,0.26,0.0,0.55,0.05,0
0.06,0.59,0.0,0.75,0.06,0
0.08,0.27,0.0,0.003,0.01,0
0.06,0.35,0.0,0.89,0.08,0
0.04,1.3,0.0,0.003,0.08,0
0.1,0.79,0.0,0.008,0.0,0
0.04,0.89,0.0,0.002,0.03,0
0.02,1.46,0.0,0.88,0.05,0
0.04,1.0,0.0,0.79,0.06,0
0.09,0.47,0.0,0.54,0.03,0
0.05,1.14,0.0,0.001,0.05,0
0.09,0.35,0.0,0.89,0.03,0
0.01,0.48,0.0,0.003,0.03,1
0.07,1.43,0.0,0.51,0.03,0
0.02,0.74,0.0,0.95,0.07,0
0.09,1.15,0.0,0.5,0.02,0
0.06,0.04,0.0,0.009,0.07,1
0.0,0.79,0.0,0.7,0.08,0
0.04,1.07,0.0,0.0,0.0,0
0.0,1.14,0.0,0.91,0.06,0
0.1,0.15,0.0,0.62,0.07,0
0.0,1.31,0.0,0.91,0.08,0
0.05,0.29,0.0,0.005,0.04,0
0.04,0.7,0.0,0.94,0.07,0
0.06,0.06,0.0,0.008,0.08,0
0.06,0.79,0.0,0.005,0.02,0
0.03,0.05,0.0,0.001,0.08,0
0.07,1.16,0.0,0.009,0.08,0
0.03,0.09,0.0,1.0,0.08,0
0.01,0.41,0.0,0.67,0.07,0
0.05,1.26,0.0,0.007,0.02,0
0.0,1.1,0.0,0.001,0.0,0
0.09,1.1,0.0,0.5,0.02,0
0.01,0.14,0.0,0.89,0.02,0
0.05,0.56,0.0,0.002,0.08,0
0.09,0.96,0.0,0.64,0.08,0
0.09,0.36,0.0,0.005,0.04,0
0.09,0.57,0.0,0.68,0.03,0
0.02,0.52,0.0,0.003,0.07,0
0.05,1.45,0.0,0.006,0.08,0
0.05,1.43,0.0,0.84,0.07,0
0.02,0.54,0.0,0.0,0.0,0
0.01,1.32,0.0,0.99,0.03,0
0.03,0.69,0.01,0.004,0.04,0
0.06,0.99,0.0,0.002,0.06,0
0.01,0.84,0.0,0.001,0.01,0
0.01,0.13,0.0,0.59,0.07,0
0.0,1.14,0.0,0.68,0.02,0
0.02,0.4,0.0,0.0,0.09,0
0.03,1.31,0.0,0.005,0.08,0
0.08,0.31,0.0,0.004,0.07,0
0.06,1.49,0.0,0.007,0.02,0
0.09,0.58,0.0,0.8,0.07,0
0.02,1.12,0.02,0.006,0.01,0
0.05,0.8,0.0,0.69,0.05,0
0.04,1.16,0.0,0.005,0.04,0
0.05,0.96,0.0,0.001,0.06,0
0.08,0.87,0.0,0.9,0.02,0
0.06,0.9,0.0,0.98,0.04,0
0.1,0.83,0.0,0.002,0.08,0
0.02,0.96,0.0,0.84,0.02,0
0.09,0.93,0.0,0.62,0.02,0
0.02,0.34,0.0,0.94,0.04,0
0.08,1.37,0.0,0.94,0.03,0
0.08,1.21,0.0,0.73,0.01,0
0.03,0.77,0.0,0.52,0.06,0
0.08,0.65,0.0,1.0,0.04,0
0.02,0.8,0.1,0.003,0.01,0
0.07,0.54,0.01,0.0,0.06,0
0.07,0.57,0.0,0.71,0.0,0
0.06,0.44,0.0,0.84,0.05,0
0.01,0.8,0.0,0.002,0.01,0
0.08,0.82,0.0,0.54,0.05,0
0.01,0.16,0.0,0.89,0.08,0
0.02,1.35,0.0,0.63,0.05,0
0.1,1.39,0.09,0.005,0.05,0
0.06,0.74,0.0,0.001,0.08,0
0.07,0.92,0.0,0.006,0.06,0
0.06,0.04,0.0,0.82,0.04,0
0.03,1.09,0.0,0.005,0.01,0
0.04,1.06,0.0,0.55,0.04,0
0.03,0.66,0.0,0.54,0.05,0
0.06,1.17,0.0,0.62,0.02,0
0.04,1.01,0.0,0.61,0.05,0
0.08,1.4,0.0,0.55,0.04,0
0.1,1.38,0.0,0.008,0.0,0
0.05,0.25,0.0,0.64,0.04,0
0.03,1.24,0.0,0.83,0.09,0
0.05,1.38,0.0,0.89,0.02,0
0.05,0.78,0.0,0.89,0.09,0
0.03,0.92,0.02,0.006,0.04,0
0.05,0.55,0.0,0.006,0.07,0
0.05,1.43,0.0,0.97,0.0,0
